"Pt-0","true","704.8785749464479","264.6963847809895","210.1924092834372","359.2424223091102","-12393.28060791067","4390.803004686706"
"Pt-1","true","730.4794246486695","264.7117485558417","211.86371392547684","3159.076731872836","-11443.118940919541","3408.4937445761625"
"Pt-2","true","736.0884837764047","305.8448488258986","221.21214580503536","3384.37482786267","-8163.779988178696","4910.481051175029"
"Pt-3","true","702.667839806983","303.7414516529981","224.48409696288107","-170.32846442130176","-8864.70739792483","5936.839044017591"
"Pt-4","true","714.8208012504087","204.414362932689","211.1625815345099","1300.3233238638559","-17656.55560428685","-197.03248868478306"
"Pt-5","true","600.5362215228055","288.7839606457045","382.4725957274204","-10422.70613659322","-18440.735687201428","24536.219936445486"
"Pt-6","true","839.8560776395063","288.55024984871517","381.3040417424737","16255.449356805655","-15769.014039648162","22290.25767269177"
"Pt-7","true","721.1309927691119","242.27551204490078","362.6071779833578","2887.797125764344","-20863.65033613763","18844.752939705875"
"Pt-8","true","770.6776817307726","218.2032999550376","374.29271783280547","10848.447394270112","-23891.983048337606","19591.633451619033"
"Pt-9","true","653.8222832362899","220.77411872191632","383.6411497123649","-4685.3878641858355","-24879.554369722042","21207.318061357593"
"Pt-10","true","681.0721602178572","168.44789600278557","215.6639175561596","-4189.1952418787605","-22740.518703349724","771.6770317090823"
"Pt-11","true","749.3183344270467","167.79482256537705","218.27621130579362","7391.269871036957","-22558.507463853995","-1.8707361477660551"
"Pt-12","true","510.07551490961964","245.96615523733814","362.3119287610038","-21365.889690727756","-21251.379059711624","21139.923496807558"
"Pt-13","true","573.910189886776","39.19050629571481","286.8819467403205","-14792.933101236711","-39104.44826997643","552.2498876241058"
"Pt-14","true","536.2825016876279","53.223712297667106","271.7798697140369","-20620.92625411351","-37670.605310998464","1240.1289972387565"
"Pt-15","true","866.2256883502605","32.65696193540752","290.59625834333815","20322.423250761592","-36749.591735378046","-2409.490423142482"
"Pt-16","true","900.3577421429467","44.03431319963623","268.7167366813598","25438.501106736774","-34620.19716829649","-4068.7589169722746"
"Pt-17","true","933.1990084505893","236.79337890917242","368.70058226933827","27607.651610549372","-18898.34232993791","15180.940629783176"
"Pt-18","true","487.7437495928028","181.23182990504174","205.3530720672738","-26275.176741797335","-20239.428449384122","2297.594574959856"
"Pt-19","true","411.10600288044225","385.29483577449196","236.51151918121104","-36988.68543414086","-1766.1359189864907","16206.379711718619"
"Pt-20","true","449.0799554611658","361.53867275505127","254.48090482967746","-31350.341859256645","-5529.331983549851","17047.167645311085"
"Pt-21","true","338.17909094954666","288.776811730233","256.60025313056394","-44032.93973929688","-13814.480235225516","16227.243383569185"
"Pt-22","true","367.9599007151919","272.6645438317428","269.84693610890463","-40758.8017080675","-15529.70686964305","15897.732578720588"
"Pt-23","true","349.2834805359962","355.2632289958219","238.48310575073629","-44624.19413112737","-6434.184944395231","15726.576474413185"
"Pt-24","true","500.7497369897792","321.86467780891326","256.3133384876455","-23038.801614103057","-8907.76398331241","14019.399978783475"
"Pt-25","true","502.6493450457783","336.00182240866343","250.90209577255155","-23460.217126961546","-6778.309390099","13796.767800836415"
"Pt-26","true","321.107553122245","183.5097391059353","325.59349227165876","-45289.47015074417","-27168.86892128898","17742.208828326373"
"Pt-27","true","340.306865531682","155.0727491134312","306.7691921418573","-42507.896300654545","-28815.941666803777","14532.405293599046"
"Pt-28","true","465.5190435090408","139.36314780514658","193.50123668267997","-28691.903744484684","-24602.256623205416","653.0068632952839"
"Pt-29","true","464.27826125134015","74.79553820974252","260.92574817989","-28691.903744484684","-34562.82366772104","2998.0796653097627"
"Pt-30","true","388.2821076291657","174.57041979007408","208.01301648502522","-37256.42453932711","-22828.231856580944","4918.040231037968"
"Pt-31","true","468.3594336903807","333.7947532415601","329.50794559308997","-27623.900394613054","-12642.26776092029","23149.11788474655"
"Pt-32","true","590.0532929919391","612.5345488418352","207.29176457515132","-12994.321020498432","21817.139940412926","22937.197867709085"
"Pt-33","true","449.5010248243343","428.8626125880314","237.08938695091274","-32091.8813217426","1244.8449287924614","18378.456232782777"
"Pt-34","true","356.3301022500018","230.90942818841904","193.85066513460333","-42862.7343791391","-17021.09220660336","7060.6234680362495"
"Pt-35","true","341.38210223821807","285.62706377470204","172.96421553754772","-44691.93883719001","-10964.262985367095","5884.610389611349"
